tweet,real_news
"damn mitin the question, the annual season of the mohandessin comedy is over, and hahaha, don't enter india, it's hard to die, don't enter engineering, my friend, enter stupid arts and work on a skateboard in zamalek. haha engineering",0
"oh, al-ahly people, they are giving  another taste..their hari is very entertaining..i heard that they call the gulf media to say on their channels that al-ahly is great, no matter how late it is in the ranking table... shahatin is easy, but cute",0
"a few days ago, i saw someone put a picture of the argentine goalkeeper saying this is his face in case you don't see him next week and i just understand his meaning... i mean, from the team's defense force, it is impossible to see the goalkeeper's face haha it hurts",0
even janini has no breath to celebrate haha -fayhaa_al-ahly,0
"haha, i was saying that the league is enough for you
 _ valencia",0
"what is the fitness that they have? they are planes, tanks, or anything else. they are now running back to riyadh. run # al-ahly_riyadh",0
"what is the reason why a team like paris, with its stars, loses from liverpool?
if the paris attack was at klopp, believe me, he would invade all of europe back and forth, because simply klopp produces men on the field, not clowns.
football depends on the team first, then your individual skills second. as for players like neymar, mbappe and di maria? hahahaha",0
we are used to the poor nomination haha  _ of _ the _ league _ demand,0
the referee laughed from the beginning of abha to the expulsion of the abha player,0
all al-ahly goals today will be chic if al-hilal wins sun downs tomorrow in sudan,0
"
the success of the coach in a previous period does not mean his success in the event of his return .. i remember arthur george.",0
i discovered that you watched football because of the players haha ,0
"what i liked about the saudi league is that the competition is until the end, and we do not know who will take the league. we, god willing, from the first month, we know that al sadd is the champion of the league haha",0
"bulk injuries to all players, and some still say that this player is glass, and that player has a lot of injuries, and the solution is to sell them
klopp must review himself in the manner of training these players, because they are human beings, not robots, and the physical equipment in the team is expelled because he wasted us, may god not grant him success and the trivial medical staff with him.",0
"""the zamalek channel will be launched, and it will remain known to everyone that all of its words will be on al-ahly, so why do you follow it, and make them valuable under the pretext that you want it. haha .. delete it, please.
 _ zamalek _ channel",0
tamim walad banza the loudness,0
"the uae militias stationed in ataq and on its outskirts fell upon them all three types of fear described by al-danbou hadi haha, no creature passes by their location but they shoot it, they think it is an attack on them, after they killed al-harithi and his people, today they targeted a group of the saba axis also from their followers and killed all who's in it.",0
"good morning to al-ahly fans, but al-zarbawiyya has no place
 _ we _ follow _ each other",0
"some dwarves started attacking the men and giants of the monastery... ha-ha-ha
the misfortune is that you do not know whether he is kawli or has a personality, but it is clear that he is just a slave to money or a mentally ill person.
therefore, this kind of arguments, do not discuss him, will waste his time, and the discussion with him is sterile and without purpose
i knew how, genius effendi
abu abu from your collection haha",0
the verdict surprised him,0
" _ laughing _ of _ the _ century
hahahaha",0
haha # zamalek_the laughing stock of the century,0
"the referee is a disaster. it is calculated as the first, there is nothing, haha, for the crescent",0
"the people who went to the coffee shops to rejoice at real madrid, haha, they will find the al-ahly match.",0
"
shaya is sitting on al-ahly's defense, haha",0
"hamed makes us fall asleep in ten minutes before the departure, haha # zamalek club",0
"the sitzawya are all upset, why didn't the referee expel ederson
retard guard",0
"of course, the zamalek channel, especially the daily operetta of the night +18
he was a fan of the german team",0
"# al-ahly_riyadh al-ahly confuses you by playing crosses, hassan al-ali is shorter than the defenders, and the second half comes down to marco awal, and i will not see him or his cross",0
"sit down and sleep on zamalek like this until they get out and leave the country and we can't find anything to laugh about!
that's not right...",0
you judge zero,0
haha,0
"we said it first, if al-ittihad played at a quarter of its level in front of al-nasr in all league matches, it would eat all the teams. ... but his championship victory is over,,,, and an idiot comes to you and says you want to open the door haha ",0
the mouse will loan the cooperation points this season. we intend the league after the name remains so that al hilal can take it like what al nasr took before them.,0
"because respectful, don't talk to zamalek, keep silent. i don't know how to represent this. i remember dream park, haha.",0
